Day,Location,Min Delay,Bound
Thursday,KING ST W AND QUEEN ST,10,W
Thursday,DUNDAS AND BROADVIEW,10,N
Thursday,RONCESVALLES AVE AND G,10,N
Thursday,DUNDAS AND VICTORIA,15,E
Thursday,ST CLAIRE AND LAUGHTON,12,W
Thursday,ST CLAIR AND SPADINA,14,E
Thursday,QUEEN AND BATHURST TO,32,E
Thursday,GUNNS LOOP,12,E
Thursday,QUEEN AND LANSDOWNE,6,W
Thursday,BAY AND ELM,9,N
Thursday,SPADINA STATION,20,S
Thursday,GERRARD AND MUNRO,9,W
Thursday,BROADVIEW AND QUEEN,12,W
Thursday,QUEEN AND CONNAUGHT,10,W
Thursday,QUEEN AND RONCESVALLES,10,E
Thursday,SPADINA AND QUEEN,15,N
Thursday,QUEEN AND SPADINA,15,W
Thursday,DUNDAS AND BROADVIEW,14,W
Thursday,QUEEN AND DUFFERIN,10,E
Thursday,QUEEN AND SHAW,10,E
Thursday,QUEEN AND PORTLAND,4,W
Thursday,QUEEN AND PORTLAND,5,W
Friday,QUEEN AND BROADVIEW,33,E
Friday,LAKE SHORE AND THIRTY,10,W
Friday,ST CLAR WEST STATION,7,E
Friday,KING AND SPADINA,10,W
Friday,DUNDAS WEST STATION,10,E
Friday,KING AND BATHURST,10,W
Friday,GERRARD AND MAIN,9,E
Friday,DUNDAS AND GRACE,32,W
Friday,KING AND SPADINA,10,E
Friday,QUEEN AND RONCESVALLES,7,E
Friday,UNION STATION,21,E
Friday,SPADINA AND QUEEN'S QU,9,S
Friday,QUEEN AND DUFFERIN,7,W
Friday,ST CLAIR AND DUFFERIN,7,W
Friday,LAKE SHORE AND THIRTY,7,W
Friday,GERRARD AND ST MATTHEW,10,W
Friday,SPADINA STATION,9,S
Friday,QUEEN AND OSSINGTON,10,E
Friday,DUNDAS AND HOWARD PARK,17,E
Friday,QUEENS QUAY AND REES,12,W
Friday,KING AND BRANT,45,E
Friday,PEEL AND GLADSTONE,10,E
Friday,DUNDAS AND SHERBOURNE,10,W
Friday,KING AND BRANT,10,E
Friday,MUNRO AND GERRARD,10,E
Friday,BROADVIEW AND QUEEN,6,W
Friday,BROADVIEW STATION,31,S
Friday,LONG BRANCH LOOP,10,W
Friday,DUFFERIN AND KING,46,S
Saturday,QUEEN AND DUFFERIN,20,W
Saturday,MCCAUL LOOP,13,W
Saturday,QUEEN AND JAMESON,34,E
Saturday,QUEEN AND ST PATRICK,12,W
Saturday,LAKE SHORE BLVD W AND,8,S
Saturday,QUEEN AND ABELL,9,E
Saturday,ST CLAIR AND WYCHWOOD,10,W
Saturday,DUNDAS AND DUFFERIN,10,W
Saturday,COLLEGE AND BROCK AVE,8,E
Saturday,BROADVIEW AND THOMPSON,8,N
Saturday,BROADVIEW STATION,6,W
Saturday,QUEEN AND SPADINA,39,E
Saturday,SPADINA STATION,8,S
Saturday,UNION STATION,7,W
Saturday,SPADINA AND DUNDAS,8,S
Saturday,CARLTON AND ONTARIO,25,W
Saturday,SPADINA AND QUEENSWAY,7,N
Saturday,ST CLAIR AND DUFFERIN,6,E
Saturday,PARLIMENT AND DUNDAS,8,E
Saturday,GUNN'S LOOP,6,S
Saturday,ST CLAIR WEST AND BATH,18,W
Saturday,ST CLAIR AND DEER PARK,6,E
Saturday,LAKE SHORE AND THIRTY,6,W
Saturday,SPADINA AND BREMNER,13,S
Saturday,FLEET AND BATHURST,10,E
Saturday,SPADINA AND DUNDAS,9,S
Saturday,SPADINA AND DUNDAS,25,S
Saturday,SPADINA AND KING,17,S
Saturday,SPADINA AND QUEENS QUA,22,N
Saturday,SPADINA AND QUEEN,14,S
Saturday,GERRARD AND COXWELL,9,E
Saturday,SPADINA AND QUEEN,15,S
Saturday,SPADINA AND QUEENS QUA,18,S
Saturday,SPADINA STATION,10,S
Saturday,BROADVIEW AND QUEEN,10,S
Saturday,SPADINA AND WILLCOCKS,11,S
Saturday,ST CLAIR AND VAUGHAN R,29,E
Saturday,LAKE SHORE AND THIRTY,10,W
Sunday,QUEEN AND SPADINA,15,W
Sunday,QUEEN AND ST PATRICK,11,W
Sunday,QUEEN AND NEVILLE,9,E
Sunday,SPADINA STATION,4,S
Sunday,RONCESVALLES AND BOUST,10,W
Sunday,KING AND JAMESON,10,W
Sunday,QUEEN AND DUFFERIN,54,W
Sunday,QUEEN AND DUFFERIN,54,W
Sunday,QUEEN AND RONCESVALLES,10,E
Sunday,DUNDAS AND HURON ST,26,E
Sunday,DUNDAS AND HURON,26,E
Sunday,QUEEN AND AUGUSTA,8,W
Sunday,QUEEN AND WOODFIELD,7,E
Sunday,491 QUEEN ST W,26,E
Sunday,ST CLAIR WEST STATION,11,W
Sunday,QUEEN AND VICTORIA,15,W
Sunday,QUEEN AND YONGE,12,W
Sunday,QUEEN AND DUFFERIN,14,E
Sunday,DUNDAS AND HOWARD PARK,10,E
Sunday,KING STREET AND TUCUMS,10,W
Sunday,RUSSELL DIVISION,9,E
Sunday,BROADVIEW STATION,14,N
Sunday,QUEEN AND ONTARIO,9,E
Sunday,DUNDAS AND SHERBOURNE,58,W
Sunday,SPADINA AND WILLCOCKS,8,S
Sunday,NEVILLE PARK LOOP,10,E
Sunday,LANSDOWNE AND DUNDAS,20,N
Monday,DUNDAS AND SHERIDAN,32,W
Monday,KING ST W AND DUFFERIN,5,E
Monday,QUEEN AND BROADVIEW,8,W
Monday,BATHURST ST AND QUEEN,7,N
Monday,QUEEN ST E AND CARROLL,8,W
Monday,LONGBRANCH LOOP,8,E
Monday,ST CLAIR AND EARLSCOUR,6,W
Monday,QUEENSQUAY AND BATHURS,26,E
Monday,LAKESHORE AND BURLINGT,10,E
Monday,BATHURST AND QUEEN,39,W
Monday,HOWARD PARK AND DUNDAS,9,E
Monday,BROADVIEW STATION,10,N
Monday,BINGHAM LOOP,10,W
Monday,KING AND BATHURST,9,E
Monday,LANSDOWNE AND COLLEGE,40,W
Monday,KING AND YONGE,9,W
Monday,QUEEN AND EUCLID,7,W
Monday,ST CLAIR AND DUFFERIN,9,E
Monday,QUEEN AND CLAREMONT,8,W
Monday,COLLEGE AND GRACE,9,W
Monday,BROADVIEW AND MOUNT ST,9,E
Monday,QUEEN AND SHAW,10,W
Monday,BROADVIEW AND GERRARD,9,W
Monday,DUNDAS WEST STATION,10,E
Monday,BROADVIEW AND QUEEN,6,N
Monday,DUNDAS AND BROADVIEW,8,E
Tuesday,DUNDAS ST W AND HURON,8,W
Tuesday,MILL ST AND PARLAIMENT,8,N
Tuesday,GERRARD AND BROADVIEW,9,W
Tuesday,KING ST W AND DUFFERIN,8,N
Tuesday,SUMACH AND KING,10,W
Tuesday,MILL ST AND PARLAIMENT,10,N
Tuesday,RIVER AND WASCANA,20,S
Tuesday,FLEET AND BATHURST,5,E
Tuesday,QUEEN ST W AND SORAURE,8,W
Tuesday,SEWELLS AND LITTLES RD,9,W
Tuesday,BINGHAM LOOP,10,W
Tuesday,PARLIAMENT AND MILL,9,N
Tuesday,PARLIAMENT AND MILL ST,9,E
Tuesday,DUNDAS AND MCCAUL,14,E
Tuesday,DUNDAS AND YONGE,11,W
Tuesday,ST CLAIR AND OAKWOOD,14,E
Tuesday,ST CLAIR AND EARLSCOUR,10,W
Tuesday,QUEEN AND AUGUSTA,7,W
Tuesday,QUEEN AND JOHN,50,W
Tuesday,CNE LOOP,10,S
Tuesday,KING AND DUNN,10,E
Wednesday,SPADINA AND COLLEGE,15,S
Wednesday,DUNDAS ST W AND BLOOR,6,N
Wednesday,PARLAIMENT AND DUNDAS,10,N
Wednesday,HOWARD PARK AVE AND RO,10,E
Wednesday,GERRARD AND CRAVEN,6,W
Wednesday,GERRARD AND PAPE,23,E
Wednesday,KING ST W AND JOHN ST,11,W
Wednesday,ST. CLAIR AND DUFFERIN,16,W
Wednesday,QUEEN AND CHURCH,17,E
Wednesday,QUEEN AND JARVIS,15,E
Wednesday,KING AND TECUMESTH,10,E
Wednesday,LAKE SHORE AND THIRTY,10,W
Wednesday,1556 BLOOR ST W,9,W
Wednesday,KING AND YORK,10,W
Wednesday,DUNDAS ST E AND PARLAI,10,E
Wednesday,GERRARD AND AND COXWEL,17,E
Wednesday,ST CLAIR AND LANSDOWNE,13,W
Wednesday,FERRY DOCKS,8,N
Wednesday,COXWELL AND LOWER GERR,10,W
Wednesday,DUNDAS AND YONGE,9,E
Wednesday,DUNDAS AND BATHURST,11,W
Wednesday,BATHURST STATION,9,S
Wednesday,COXWELL AND LOWER GERR,10,E
Wednesday,ST CLAIR AND OLD WESTO,12,W
Wednesday,DUNDAS AND HURON,7,W
Wednesday,COLLEGE AND RUSHOLME,41,E
Wednesday,DUNDAS AND SHERBOURNE,10,E
Wednesday,ST CLAIR AND E OF OLD,7,E
Wednesday,COLLEGE AND EUCLID,6,W
Wednesday,YORK AND ADELAIDE,10,N
Wednesday,KING AND NIAGARA,5,E
Wednesday,SUMACH AND KING,10,E
Wednesday,SUNNYSIDE LOOP,8,W
Wednesday,CARLTON AND CHURCH,38,E
Wednesday,COLLEGE AND YONGE,36,E
Wednesday,QUEEN AND SPADINA,10,W
Wednesday,KING AND SPADINA,10,E
Thursday,GERRARD AND BROADVIEW,8,W
Thursday,BROADVIEW AND SIMPSON,6,S
Thursday,THE QUEENSWAY AND GLEN,17,E
Thursday,1233 QUEEN ST E,11,N
Thursday,QUEEN ST W AND JAMESON,8,E
Thursday,KING ST E AND CHURCH S,10,E
Thursday,EXHIBITION LOOP,10,S
Thursday,QUEEN ST W AND UNIVERS,9,W
Thursday,RONCESVALLES AVE AND G,10,N
Thursday,DUFFERIN GATE LOOP,9,E
Thursday,QUEEN AND YONGE,9,W
Thursday,BROADVIEW STATION,9,S
Thursday,DUNDAS ST W AND EDNA A,11,W
Thursday,KING ST E AND SUMACH S,10,S
Thursday,DUNDAS WEST STATION,10,W
Thursday,QUEEN ST W AND O'HARA,7,W
Thursday,LAKE SHORE AND LONG BR,8,E
Thursday,DUNDAS AND SHERBOURNE,10,E
Thursday,DUNDAS AND BEACONFIELD,10,E
Thursday,ST CLAIR STATION,9,W
Thursday,BATHURST AND QUEEN,9,N
Thursday,UNIVERSITY AND PEARL,10,S
Thursday,DUNDAS AND YONGE,10,W
Thursday,SPADINA AND KING,5,S
Thursday,LAKESHORE AND ROYAL YO,10,W
Thursday,SPADINA STATION,10,S
Thursday,GERRARD AND COXWELL,16,E
Thursday,STRACHAN AND WELLINGTO,10,E
Thursday,LAKE SHORE AND THIRTY,10,W
Thursday,KING AND PARLIAMENT,10,W
Thursday,LAKESHORE BLVD W AND L,10,S
Thursday,SPRINGHURST LOOP,9,W
Thursday,BROADVIEW AND MILLBROO,9,E
Thursday,KINGSTON LOOP,10,S
Thursday,GERRARD AND PARLIAMENT,10,W
Thursday,QUEEN AND LANSDOWNE,12,E
Thursday,LAKESHORE BLVD AND 14T,10,E
Thursday,GERRARD AND BROADVIEW,10,W
Thursday,ST CLAIR AND DUFFERIN,8,E
Thursday,COXWELL AND GERRARD,9,N
Thursday,SPADINA LOOP,10,N
Friday,RONCESVALLES YARD,10,E
Friday,QUEEN ST W AND BATHURS,9,E
Friday,QUEEN ST W AND YONGE S,8,W
Friday,DUFFERIN GATE LOOP,8,E
Friday,KING ST W AND ATLANTIC,6,W
Friday,QUEEN ST W AND SPADINA,5,W
Friday,DUNDAS AND DENISON,11,W
Friday,KING ST W AND ATLANTIC,6,W
Friday,QUEEN ST W AND BATHURS,9,N
Friday,QUEEN ST W AND AUGUSTA,9,W
Friday,LAKESHORE AND KIPLING,6,W
Friday,QUEEN AND BROCK,51,E
Friday,QUEEN ST W AND BROCK A,6,E
Friday,EXHUIBITION EAST LOOP,10,E
Friday,RONCESVALLES YARD,10,E
Friday,QUEENS QUAY W AND LOWE,5,S
Friday,QUEEN AND DUFFERIN,6,E
Friday,QUEEN ST W AND SHAW ST,8,W
Friday,291 KING ST W,10,E
Friday,QUEEN AND WOODFIELD,10,W
Friday,DUNDAS ST W AND DUNDAS,11,W
Friday,DUNDAS ST W AND BAY ST,11,E
Friday,DUNDAS AND YONGE ST,60,E
Friday,HOWARD PARK AND RONCES,10,N
Friday,558 GERRARD ST E,10,W
Friday,QUEEN AND GREENWOOD,10,W
Friday,SPADINA STATION,30,S
Friday,PARLIAMENT AND DUNDAS,9,S
Friday,COLLEGE AND LANSDOWNE,9,W
Friday,LAKESHORE BLVD WEST AN,6,E
Friday,GERRARD AND KINGSMOUNT,9,W
Friday,KING AND BATHURST,9,E
Friday,SHAW AND QUEEN,4,N
Friday,MAIN AND GERRARD,9,W
Friday,DUNDAS AND PARLIAMENT,10,W
Friday,SPADINA AND QUEEN,28,S
Friday,COLLEGE AND YONGE,9,E
Friday,SPADINA AND LAKESHORE,4,S
Friday,QUEENSQUAY AND YORK,10,E
Friday,FLEET LOOP AND QUEENSW,23,E
Saturday,QUEEN AND DUFFERIN,5,W
Saturday,QUEEN AND SHERBOURNE,10,E
Saturday,EXHIBITION LOOP,10,E
Saturday,COLLEGE AND LANSDOWNE,10,W
Saturday,DUNDAS AND LANSDOWNE,10,W
Saturday,DUNDAS AND STERLING,8,E
Saturday,DUNDAS AND STERLING,8,E
Saturday,COLLEGE AND LANSDOWNE,8,W
Saturday,QUEEN AND SOHO,20,W
Saturday,ST CLAIR STATION,6,E
Saturday,DUNDAS AND SORAUREN,52,E
Saturday,DUNDAS W AND STERLING,10,W
Saturday,FLEET AND BASTISON,10,S
Saturday,QUEEN AND JARVIS,9,E
Saturday,QUEEN ST E AND GLEN MA,53,E
Saturday,QUEEN AND PALMERSTON,9,W
Saturday,LESLIE ST AND COMMISSI,10,S
Saturday,DUNDAS AND YONGE,10,W
Saturday,SHAW AND QUEEN,10,N
Saturday,CNE LOOP,10,E
Saturday,KING AND BATHURST,13,W
Saturday,PARLIAMENT AND SHUTER,10,N
Saturday,ERINDALE AND BROADVIEW,45,W
Saturday,GLADSTONE AND PEEL,10,E
Sunday,QUEEN AND DUFFERIN,11,W
Sunday,QUEEN AND DUFFERIN,11,W
Sunday,QUEEN AND BERKELEY,18,E
Sunday,KING AND DUFFERIN,10,W
Sunday,QUEEN AND SHERBOURNE,23,E
Sunday,ST CLAIR AND BATHURST,6,W
Sunday,ST CLAIR AND YONGE,16,E
Sunday,QUEEN AND LESLIE,30,E
Sunday,KING AND BATHURST,12,W
Sunday,DUNDAS WEST STATION,10,E
Sunday,ST CLAIR AND DUFFERIN,16,W
Sunday,QUEEN AND UNIVERSITY,10,W
Sunday,QUEEN AND SPADINA,10,W
Sunday,QUEENSQUAY AND SPADINA,17,E
Sunday,DUNDAS AND OSSINGTON,8,W
Sunday,BATHURST AND QUEEN,14,N
Sunday,DUNDAS AND BAY,10,W
Sunday,QUEEN AND WINEVA AVE,9,E
Sunday,EARLSCOURT LOOP,7,W
Sunday,BATHURST AND FLEET,9,N
Sunday,HOWARD PARK AND RONCES,10,E
Sunday,WOLSELEY LOOP,10,N
Sunday,COLLEGE AND UNIVERSITY,9,E
Sunday,BROADVIEW AND GERRARD,18,S
Sunday,GERRARD AND BROADVIEW,22,W
Sunday,BROADVIEW AND GERRARD,22,N
Sunday,BROADVIEW AND GERRARD,22,S
Sunday,BROADVIEW AND GERRARD,22,S
Sunday,BROADVIEW AND GERRARD,22,N
Monday,QUEEN AND MCCAUL,20,W
Monday,DUNDAS WEST STATION,8,W
Monday,QUEEN ST E AND ONTARIO,13,W
Monday,QUEEN AND BROADVIEW,15,W
Monday,QUEEN ST W AND UNIVERS,7,W
Monday,BROADVIEW AVE AND DANF,9,W
Monday,QUEEN AND BROADVIEW,8,W
Monday,LONG BRANCH LOOP,6,E
Monday,BATHURST ST AND CARR S,9,W
Monday,DUFFERIN AND MELBOURNE,9,N
Monday,QUEEN AND BROADVIEW,6,N
Monday,PARLIAMENT AND DUNDAS,8,S
Monday,QUEEN ST E AND RIVER S,20,E
Monday,QUEEN ST W AND BATHURS,9,W
Monday,QUEEN ST W AND BATHURS,9,W
Monday,QUEEN ST W AND RONCESV,17,W
Monday,SPADINA STATION STREET,12,W
Monday,QUEEN ST W AND OSSINGT,27,E
Monday,LAKE SHORE AND FORTIET,8,W
Monday,QUEENS QUAY AND REES,14,N
Monday,QUEEN AND KENILWORTH,8,E
Monday,SPADINA STATION,10,S
Monday,KING AND DUFFERIN,9,W
Monday,QUEEN AND RONCESVALLES,12,W
Monday,QUEENS QUAY WEST AND H,12,N
Monday,QUEEN AND KING,6,E
Monday,KING AND NIAGARA,8,E
Monday,SPADINA AND KING,5,S
Monday,QUEEN AND PALMERSTON,10,W
Monday,QUEEN AND PARLIAMENT,10,W
Monday,LAKE SHORE AND MIMICO,10,W
Monday,COLLEGE AND BATHRUST,34,N
Monday,QUEEN AND DUFFERIN,10,E
Monday,DUNDAS E OF MCCAUL,3,E
Monday,ST CLAIR AND LANSDOWNE,12,E
Monday,ST CLAIR AND AVENUE,16,E
Monday,SHAW AND KING,9,S
Tuesday,QUEEN AND STRACHAN,10,W
Tuesday,BATHURST STATION,10,W
Tuesday,QUEEN AND BROADVIEW,13,E
Tuesday,QUEEN AND BROADVIEW,7,W
Tuesday,DUNDAS AND BROADVIEW,10,W
Tuesday,QUEEN ST E AND BROADVI,12,W
Tuesday,QUEEN ST E AND BROADVI,9,W
Tuesday,RONCESVALLES YARD,4,E
Tuesday,QUEEN ST E AND BROADVI,7,W
Tuesday,QUEEN ST W AND DUFFERI,5,N
Tuesday,DUNDAS WEST STATION,8,W
Tuesday,QUEEN ST E AND CARROLL,6,W
Tuesday,DUNDAS AND LANSDOWNE,10,N
Tuesday,COLLEGE AND OSSINGTON,9,W
Tuesday,EXHIBITION LOOP,8,W
Tuesday,SPADINA AVE AND COLLEG,8,S
Tuesday,QUEEN ST W AND BATHURS,9,W
Tuesday,EXHIBITION LOOP,7,E
Tuesday,KING ST W AND DUFFERIN,11,W
Tuesday,QUEEN ST W AND SPADINA,14,W
Tuesday,DUNDAS WEST STATION,10,E
Tuesday,BATHURST ST AND KING S,9,N
Tuesday,UNION STATION,13,N
Tuesday,DUNDAS ST W AND RONCES,10,S
Tuesday,OAKWOOD LOOP,6,W
Tuesday,DUNDAS AND PARLIAMENT,12,E
Tuesday,SPADINA AND ADELAIDE,5,S
Tuesday,QUEEN AND BOARDWALK,7,E
Tuesday,QUEEN AND KING,10,E
Tuesday,LANSDOWNE LOOP,10,S
Tuesday,KING AND BATHURST,8,W
Tuesday,LAKESHORE AND ROYAL YO,8,E
Tuesday,ST CLAIR STATION,10,W
Tuesday,FRONT AND PARLIAMENT,10,E
Tuesday,DUNDAS AND BATHURST,10,W
Tuesday,QUEEN AND PARLIAMENT,10,W
Tuesday,QUEEN AND BOULTON,20,W
Wednesday,NEVILLE LOOP,30,E
Wednesday,KING AND YONGE,30,W
Wednesday,HOWARD PARK AVE AND RO,9,E
Wednesday,BROADVIEW AVE AND MILL,11,S
Wednesday,HOWARD PARK AVE AND IN,7,S
Wednesday,HOWARD PARK AVE AND RO,7,W
Wednesday,QUEEN AND PARLIAMENT,27,E
Wednesday,QUEEN ST W AND PALMERS,9,N
Wednesday,LAKESHORE AND ALEXANDE,8,W
Wednesday,BATHURST AND COLLEGE,20,E
Wednesday,KING ST E AND CHURST S,20,E
Wednesday,YORK ST AND KING ST W,10,N
Wednesday,GERRARD AND NORWOOD,29,E
Wednesday,BATHURST STATION,8,N
Wednesday,BATHURST STATION,8,S
Wednesday,ST CLAIR AND LANSDOWNE,6,W
Wednesday,DUNDAS AND LANSDOWNE,10,E
Wednesday,KINGSTON AND VICTORIA,10,E
Wednesday,BIRCHMOUNT AND DANFORT,8,S
Wednesday,LONG BRANCH LOOP,6,E
Wednesday,QUEENSWAY AND RONCESVA,7,W
Wednesday,QUEEN AND PAPE,20,W
Wednesday,BATHURST AND COLLEGE,13,N
Wednesday,ST CLAIR AND AVENUE,10,E
Wednesday,SUNNYSIDE LOOP,14,E
Wednesday,LAKE SHORE AND COLONEL,10,E
Wednesday,DUNDAS AND OSSIGNTON,20,W
Wednesday,ST CLAIR AND SPADINA,13,E
Wednesday,LAKE SHORE AND NORRIS,10,E
Wednesday,ST CLAIR STATION,27,E
Thursday,QUEEN AND BROADVIEW,13,E
Thursday,QUEEN AND BROADVIEW,7,E
Thursday,QUEEN AND BROADVIEW,15,W
Thursday,QUEEN AND BROADVIEW,9,E
Thursday,QUEEN AND BROADVIEW,6,W
Thursday,QUEEN ST E AND SHERBOU,9,W
Thursday,QUEEN AND BATHURST,9,W
Thursday,MAIN STREET STATION,5,S
Thursday,THE QUEENSWAY AND COLB,10,W
Thursday,QUEEN ST E AND CAROLL,9,E
Thursday,QUEEN AND GREENWOOD,9,W
Thursday,PARLIAMENT AND GERRARD,9,S
Thursday,CARLTON AND SHERBOURNE,7,W
Thursday,BROADVIEW STATION,35,N
Thursday,QUEEN AND CARROLL,9,E
Thursday,QUEENS QUAY W AND LOWE,11,W
Thursday,DUNDAS ST E AND RIVER,10,W
Thursday,ST CLAIR AND DUFFERIN,10,W
Thursday,BATHURST AND DUNDAS,16,S
Thursday,OAKWOOD LOOP,6,E
Thursday,ST CLAIR AND DUFFERIN,10,W
Thursday,DUNDAS AND RONCESVALLE,10,N
Thursday,KING AND SUDBURY,10,W
Thursday,ST CLAIR AND DUFFERIN,12,W
Thursday,SPADINA AND COLLEGE,5,N
Thursday,SPADINA STATION,5,S
Thursday,ST.CLAIR AND CALEDONIA,21,E
Thursday,GERRARD AND COXWELL,15,W
Thursday,QUEEN AND SPADINA,12,W
Thursday,SPADINA AND QUEENS QUA,10,S
Thursday,DUNDAS AND PARLIAMENT,13,E
Thursday,QUEEN AND SOHO,10,W
Thursday,EXHIBITION LOOP,9,S
Thursday,MILL AND TRINITY,10,W
Friday,GERRARD AND KINGSMOUNT,15,S
Friday,QUEENS QUAY LOOP,30,S
Friday,DUNDAS AND MUNRO,12,W
Friday,QUEEN AND WODDFIELD,7,E
Friday,DUNDAS WEST STATION,8,E
Friday,COLLEGE ST AND YONGE S,9,E
Friday,GERRARD AND PARLAIMANT,9,W
Friday,BATHURST AND DUNDAS,9,N
Friday,BATHURST AND FRONT,9,S
Friday,DUNDAS AND SORAUREN,10,E
Friday,FRONT ST E AND CHERRY,8,N
Friday,QUEEN AND JONES,7,W
Friday,DUNDAS AND BATHURST,15,W
Friday,QUEEN AND DUFFERIN,7,W
Friday,RONCESVALLES CARHOUSE,7,E
Friday,DUNDAS AND HOWARD PARK,17,W
Friday,SPADINA STATION,10,S
Friday,SPADINA AND QUEEN,10,S
Friday,SPADINA AND DUNDAS,10,S
Friday,BAY AND DUNDAS,18,E
Friday,COLLEGE AND CHURCH,29,E
Friday,SPADINA AND BREMNER,10,S
Friday,DUNDAS AND PARLIAMENT,10,E
Friday,ST.CLAIR AND WINONA,10,W
Friday,QUEEN AND OSSINGTON,24,E
Friday,SPADINA STATION,9,S
Friday,SUNNYSIDE LOOP,10,E
Saturday,QUEEN AND RIVER,7,W
Saturday,DUNDAS AND BLOOR,30,N
Saturday,BROADVIEW STATION,14,S
Saturday,QUEEN AND GLADSTONE,9,W
Saturday,COLLEGE AND LANSDOWNE,9,W
Saturday,DUFFERIN AND LAWRENCE,8,S
Saturday,QUEEN AND SPADINA,4,W
Saturday,QUEEN AND YORK,38,W
Saturday,QUEEN AND SPADINA,41,W
Saturday,SPADINA STATION,5,S
Saturday,DUNDAS AND CHURCH,11,E
Saturday,EDNA AND DUNDAS,8,E
Saturday,DUNDAS AND BROADVIEW,10,E
Saturday,SPADINA STATION,7,S
Saturday,LAKESHORE AND KIPLING,6,W
Saturday,SPADINA STATION,6,W
Saturday,COLLEGE AND CRAWFORD,31,E
Saturday,SPADINA AND COLLEGE,7,N
Saturday,UNION STATION,5,N
Saturday,CARLTON AND CHURCH,22,W
Saturday,KING AND SHAW,10,S
Saturday,BROADVIEW STATION,10,S
Saturday,KING AND MORRISON,10,E
Sunday,DUNDAS WEST STATION,15,E
Sunday,QUEEN AND YONGE,10,E
Sunday,LAKE SHORE AND THIRTY,8,W
Sunday,DUNDAS WEST STATION,10,W
Sunday,LAKE SHORE AND PARK LA,8,W
Sunday,UNION STATION,10,E
Sunday,LAKESHORE BLVD AND THI,8,W
Sunday,QUEEN AND LESLIE,7,E
Sunday,DUNDAS STATION,7,W
Sunday,KING ST WEST AND SUDBU,12,W
Sunday,EXHIBITION LOOP,6,E
Sunday,ST CLAIR WEST AND DEER,15,E
Sunday,ST CLAIR WEST AND CALE,13,W
Sunday,ST CLAIR AND DUFFERIN,12,E
Sunday,QUEEN AND NURSEWOOD,10,E
Sunday,DUNDAS WEST STATION,10,W
Sunday,EXHIBITION LOOP AND MA,8,E
Sunday,ST CLAIR AND DUFFERIN,8,W
Sunday,BROADVIEW AND DANFORTH,10,W
Sunday,QUEEN'S QUAY AND REES,10,S
Sunday,BATHURST AND NIAGARA,9,N
Sunday,DUNDAS AND YONGE,4,E
Sunday,MAIN STREET STATION,20,W
Sunday,ST CLAIR AND OLD WESTO,16,W
Sunday,MANITOBA AND ROYAL YOR,6,E
Sunday,QUEEN AND RONCESVALLES,11,W
Sunday,EXHIBITION LOOP,10,E
Monday,BRINGHAM AVE AND KINGS,8,S
Monday,GLADSTONE AND PEEL,10,W
Monday,ST CLAIR WEST STATION,5,E
Monday,QUEEN ST W AND UNIVERS,9,E
Monday,HIGH PARK LOOP,6,N
Monday,DUFFERIN ST AND LIBERT,9,E
Monday,QUEEN AND BROADVIEW,8,W
Monday,BINGHAM LOOP,10,S
Monday,ST CLAIR AND ST LOUGHT,44,W
Monday,RONCESVALLES ABD BOUST,10,E
Monday,GUNN'S LOOP,9,N
Monday,KING AND DUFFERIN,7,E
Monday,LAKESHORE AND FORTIETH,10,W
Monday,QUEEN AND DUFFERIN,10,E
Monday,BATHURST AND FORT YORK,60,S
Monday,FLEET AND STRACHAN,9,W
Monday,ST CLAIR AND CALEDONIA,10,W
Monday,QUEEN AND SHAW,10,W
Monday,QUEEN AND PARLIAMENT,10,E
Monday,BROADVIEW AND DANFORTH,10,W
Monday,DUFFERIN AND BLOOR,10,E
Monday,DUNDAS WEST STATION,10,W
Monday,PARLIAMENT AND DUNDAS,10,S
Tuesday,LONG BRANCH LOOP,30,W
Tuesday,DUNDAS WEST STATION,8,E
Tuesday,STRACHAN AVE AND CANNI,8,S
Tuesday,FLEET AND BATHURST,10,W
Tuesday,CNE LOOP,11,W
Tuesday,CNE LOOP,11,W
Tuesday,DUNDAS ST W AND YONGE,18,E
Tuesday,COLLEGE AND BAY,9,E
Tuesday,COLLEGE AND BATHURST,10,E
Tuesday,DUFFERIN GATE LOOP,9,E
Tuesday,MAIN STREET STATION,15,W
Tuesday,PARLIAMENT AND DUNDAS,9,N
Tuesday,BROADVIEW STATION,15,N
Tuesday,DUNDAS ST W AND LANSDO,12,W
Tuesday,DUNDAS AND RIVER,9,W
Tuesday,ST CLAIR WEST STATION,6,W
Tuesday,DUNDAS WEST STATION,10,E
Tuesday,SPADINA STATION,8,W
Tuesday,SPADINA STATION,10,E
Tuesday,ST. CLAIR AVE W AND DU,12,W
Tuesday,ST CLAIR AND LANSDOWNE,9,W
Tuesday,ST CLAIR WEST STATION,15,W
Tuesday,DUNDAS AND PARLIAMENT,12,W
Tuesday,BROADVIEW STATION,29,E
Tuesday,BROADVIEW AND WOLFREY,14,E
Tuesday,EDNA AND DUNDAS WEST S,10,E
Tuesday,ST CLAIR AND SPADINA,10,W
Tuesday,SPADINA AND QUEEN,10,S
Tuesday,DUNDAS AND OSSINGTON,10,E
Tuesday,QUEEN AND PARLIAMENT,10,E
Tuesday,QUEEN AND BATHURST,10,E
Tuesday,DUNDAS AND JARVIS,42,W
Tuesday,GUNNS LOOP,24,W
Tuesday,DUNDAS AND JARVIS,10,W
